content,factor_label,score
sejak ada video aplikasi jadi lambat sangat mending dibuatkan aplikasi terpisah dan mau kenapa berubah jadi harus bayar penuh sekaligus semua padahal banyak item balikin kayak setahun yang lalu paylaternya,AC,4
ada apa sih sih dengan aplikasi anda kok saya tidak bisa log in padahal saya tidak punya dan sebagai malahan sekarang saya sedang pesan barang dan sekarang tidak bisa login tingkatkan lagi bro sudah berapa kali kecewa terus sama aplikasi ini saya ada saldo walaupun tidak banyak tapi itu lumayan dan kalau tidak bisa login hangus dan milik anda aplikasi ini terima kasih,AA,1
sudah beberapa kali pesan di selalu sesuai baik dari segi barang maupun ketepatan waktu pengiriman biarpun agak tinggi dari segi harga di banding sama yang sebelah tapi tidak masalah sampai sekarang semuanya memuaskan semoga selalu seperti ini sampai kedepannya pertahankan tapi sayang belum bisa pakai later,CA,5
hai kak aku pelanggan di sejauh ini sih puas belanja di tapi kupon gratis ongkos kirimnya tidak bisa di pakai kalau ngepres sama harga barang yang mau di checkout shopeepay harus cukup buat harga barang yang mau di checkout biaya kirim baru kupon gratis ongkos kirimnya bisa di pakai tolong dong kak solusinya soalnya tidak semua orang ngeaktifin later,CA,1
kok shope saya muncul halaman sedang dalam perbaikan terus ya selalu restart balik ke halaman awal tapi muncul terus halaman sedang di perbaiki mohon segera respons jika ini terus berlanjut saya tidak bisa membayar paylater,CA,2
akan kalau mau di pakai sudah pakai pin sekarang pakai ditambah verifikasi wajah lagi saya rasa pin saja sudah cukup kasihan yang kameranya lagi rusak atau burem tidak keditek kya teman saya jadi gbisa terpakai tolong dikembalikan seperti sebelum di perbarui pilihan pengiriman dan yang lainnya,AA,4
mau belanja eh error melulu padahal handphone baru saya punya keluaran samsung terbaru dicoba lain ngebut ada masalah apa sih dengan mau kekasihku ada tidak alasan lain dari pihak aplikator memberi jawaban tanpa menyalahkan pengguna selain mau bayar cicilan pun tidak bisa entar kalau lewat jatuh tempo di denda jangan merajuk saya sayang aku masih mencintai mau atau kamu tidak mencintai saya lagi jawab ya cintaku,CA,1
ini kenapa ya kak kalau di pakai buka tokonya selalu ada tulisan halaman sedang di perbaiki terus disuruh kembali ke halaman utama sering banget kayak begitu oh ya mau tanya dong kalau pakai itu pas waktu pembayarannya di indomaret nambah lagi apa sesuai pembelian kalau saya pilih opsi belanja sekarang bayar nanti,CA,2
ternyata bukan cuma saya saja yang mengalami sekarang aplikasi sangat lambat sering ngehang dan untuk pembayaran pakai jadi mahal bunga dan biaya admin bisa sampai 1rb padahal cuma pakai tempo 3hr lebih murah ditoko sebelah a tidak kena biaya apa kalau cuma 3hr dwnk jujur jadi malas belanja dishopee,CA,1
selama ini saya suka pakai karena beberapa kemudahan dan promo tapi kali ini saya benar kecewa terutama dalam menu di awal hanya tertulis biaya transaksi 1 ternyata pas dibayar ada biaya lain lumayan besar lagi harusnya kalau memang ada biaya tambahan dicantumkan di awal jadi orang mau pakai jasanya itu sudah tahu resikonya ini namanya penipuan sudah kita transaksi tidak ada informasi biaya tambahan pas bayar cicilan tiba nambah saja,CA,1
paling aman sih suma tidak bisa di aktifin,AP,5
di tingkatkan kembali aplikasi nya koreksi untuk biaya bayar kembali jangan ditambahain kayak ada bunganya sesuai dengan harga biaya bayar pas beli barangnya saja kalau bisa perbaikan saya tambah bintangnya jadi bintang lima,AC,4
sebelumnya saya sering belanja di saat ini tidak ada potongan harga yang murah lagi di harus pakai dahulu baru ada potongan harga kakak jangan untuk penguna saja dong kakasian yang tidak punya mahal belanjanya,CA,3
shoope ini klau soal barang oke tapi pinjaman sama tidak pernah di acc cuman saja di acc itu pun dari dahulu cuma 3 terus tidak nambah padahal sering co dan bayar tepat waktu tapi tidak pernah tuh di kasih limit besar kalau kayak begini mending pakai pinjaman cepat di acc terus nambah terus,CA,1
sekarang tidak bisa pakai belanja qris tapi sekarang ada yang belanja atau ngopi bisa pakai qris bayar nanti gajian ini membantu banget pas urgent tanpa biaya layanan lagi terima kasih terbaik,CA,5
kadang ya nambahin biaya tambahan suka diluar nurul masa biaya bayar di tempat tiba jadi 1rb sudah kayak aje lu ah belum lagi biaya tambahan lain,CA,3
penanganan retur pecah pengiriman nol respons pelayanan pelanggan nol nawarin tapi pelayanan tidak di perbaikan suruh chat robot tolong di perbaiki keluhan pelanggan mulai dari seller penipu nge spek produk original padahal kw apalagi pengiriman barang buset buat apa paket saya ada di kalimantan,CA,1
maaf saya kasih bintang 1 soal aneh saja begitu di notif sudah di setujui untuk di upgrade tapi setiap di upgrade di tolak terus padahal pembayaran yang sebelum tidak pernah terlambat ya kalau memang tidak di acc buat apa di notip muncul terus di suruh di upgrade,CA,1
sangat sedih saya di kunci masalah keamanan padahal saya tidak pernah terlambat bayar kenapa di persulit jadi tidak bisa belanja banyak lagi sudah begitu tidak bisa di aktivasi lagi jadi sangat kecewa sama shopee,CA,1
saya mau bayar tapi bahkan halaman tidak dapat di muat bagaimana sih nanti kalau terlambat bayar di omelin perbaikan lagi untuk yang sekarang jadi lagi parah server kebayakan iklan jadi lagi,CA,1
merasa di curangi masalah pembayaran sudah membayar sebelum jatuh tempo tetapi gagal di verifikasi karena system yang bermasalah penyelesaian lambat sampai tanggal jatuh tempo sehingga saya harus membayar denda keterlambatan yang terjadi bukan karena kelalaian saya melainkan system itu sendiri bukan nominal tetapi jika ada 1 pengguna mengalami hal yang sama berapa banyak jumlah denda yang terkumpul,AC,1
saya ingin lebih tidak berat dan lambat saya menggunakan komputer pun terasakan berat setiap membuka dan saya member platinum yang loyal sudah lebih dari 3 tahun ada aktif namun pengajuan saya untuk kemudahan transaksi selalu ditolak dalam hitungan detik sedangkan saya nasabah bank yang koperatif dan memiliki kartu kredit dengan kolektabilitas lancar saya selalu gagal mendapatkan dengan akun platinum dan pengguna lama juga kolektabilitas perbankan lancar,CA,3
belanja daring terbaik yang pernah kucoba ada banyak opsi pemilihan jasa pengiriman ada fitur bayar di tempat cek dahulu pokoknya bagus tapi kenapa tiap pertamu membuka aplikasinya selalu lansung di arahkan ke live bikin kaget kemudian tidak bisa keluar dari live seperti memaksa kita untuk mengikuti jadi lebih sering untuk me refresh aplikasinya di tambah tombol kembali tidak berfungsi terpaksa harus menutup ulang aplikasi terimakasi,CA,5
bulan kemarin untuk buka bisa dan dapat berfungsi dengan baik tapi sekarang setiap buka halaman selalu muncul tulisan konten error sudah saya hapus install lagi aplikasi nya masih sama handphone saya sampai direset juga masih sama kenapa woy,AA,3
lama dibekukan untung masih bisa bendera sebelah,AP,3
belanja di memang sangat mudah namun sisa sekarang tidak dapat digunakan dan disuruh bayar yang jatuh tempo masih bulan depan padahal masih bisa menggunakan sisa untuk belanja meskipun masih ada tagihan yang masih berjalan tapi di awal tahun 1 sekarang sudah tidak bisa dan tidak bisa memutar buat penjualan lagi kenapa di awal tahun fitur semakin kayak begini maaf bintang saya turunin dahulu karena sistem beda lagi untuk paylater,CA,3
ecommers yang cucok banget ada layanan jadi bisa bayar bulan depan respons pelanggan pelayanan cepat banget dan 4 jam mau melalui chat email atau telpon penanganan masalah juga cepat tapi aplikasi kadang error terus masih banyak babget penjual nakal semoga kedepannya masalah aplikasi dan penjual yang nakal ditindak kalau perlu di black list,CA,5
halo barusan saya mau main games sama mau lihat live tapi bahkan tidak bisa diklik games bahkan kembali ke beranda tidak bisa lanjut games terus harus diperbarui pas sudah diperbarui masih saja begitu tidak normal kayak biasanya tolong perbaikan ya saya takut nanti pas bayar sulit mohon penjelasannya ya maaf saya kurangi dahulu bintangnya,CA,4
makin hari semakin lambat ini padahal pakai jaringan kencang telkomsel tapi selalu bermasalah ketika di jalankan aplikasi nya tolong di perbaiki lagi agar ketika di pakai tidak lambat terus kupon gratis ongkos kirim banyak tapi banyak kali syarat minimal belanja 1 harus makin hari makin parah,CA,1
hampir semua program tidak terlalu menguntungkan mulai dari video yang jadi 1 jam nominal akhir yang kalau diitung sama saja tidak dapat gratis ongkos kirim biaya penanganan melalui dan bayar di tempat yang mahal mending biaya buat bikin iklan yang berbeda tiap bulan tu dialihkan buat lainnya saja,AC,1
selama ini selalu percaya kepada dan fitur adalah andalan tapi kenapa semakin hari semakin mahal untuk paylaternya padahal dahulu sangat murah dan membantu dalam belanja pakai sekarang jadi harus tunai deh mohon dipertimbangkan lagi untuk suku bunga dan admin di paylaternya supaya pelanggan banyak menggunakan fitur terima kasih,CA,4
di diperbarui bahkan makin aneh tidak bisa buat akses live chat padahal sebelum diperbarui lancar saja sekarang mau pakai wifi juga sama saja tolong balikin saja kayak sebelum di diperbarui rada rumit saya kalau begini kurang nyaman,AA,2
aneh padahal member saya sudah gold cicilan juga tidak ada tapi tidak bisa klaim gratis ongkos kirim sudah hari yang lalu tanya ke pelayanan pelanggan katanya ditunggu 1x4 jam tapi tetap tidak bisa juga kalau sudah bisa klaim gratis ongkos kirim baru saya ganti ratingnya,CA,1
saya baru sekali pakai sudah tidak bisa digunakan sedangkan saya tidak tahu apa kendala sudah chat callcenter serta agen tidak ada juga informasi dan masalah tidak selesai padahal saya tidak pernah terlambat bayar tuh tolong dong lebih dilihat lagi dengan adanya sangat bermanfaat loh ini bahkan tidak bisa dipakai padahal saya member gold haduhh perbaikan dong,AA,2
bagus bayar di tempat gratis ongkos kirim bonus koin semakin banyak main game dapat koin dan uang tunai mudah penggunaan aplikasi nya fasilitas multi fungsi bisa tranfer pertahankan shoope minimal perbaikan dong bug dan performence link seller co id sering ngadat lama buka link nya,CA,5
ternyata bukan hanya transfer bank yang terkendala tapi juga pembayaran itu repot banget semua dikelola sendiri sampai ke kurir aplikasi berat banget sistem pembayaran sering terkendala dan masih banyak lagi yang lainnya,CA,1
ampun sama sudah lelet parah sekarang for close terus mau masuk menu apa saja close dengan sendiri mau cek tagihan saja tidak bisa lah aku mau bayar kayak bagaimana beli jadi id lazada dan lain lain tidak pernah tu lelet kayak parah pakai banget jangan salah akan saya kalau saya tidak bayar lah buka menu nge close mulu,CA,1
shope kenapa kok mau bayar tidak bisa terus loading lama padahal yang lain bisa di akses cuman mau bayar tidak bisa tolong di perbaikan mau komplain ke pelayanan pelanggan saja sama tidak bisa kebuka juga terima kasih sudah bisa kasih bintang 5,CA,5
sedikit kecewa saya sudah member gold mau ke platinum tapi layanan masih belum muncul sedangkan teman saya yang baru member silver belanja baru 5x sudah muncul layanan aneh banget sih ini,CA,2
tadinya mau aktifin pas daftar aplikasi nya lambat terus keluar sendiri dsuruh diperbarui sudah di perbarui dsuruh login diulang sudah login tapi kok pas sudah login kode verivikasinya tidak masuk sudah diulang dengan 3 cara yang ada tetap tidak masuk pakai email kakak bahkan jadi akun baru padahal di akun lama sudah pakai email yang sama dlogin lagi saldo sama koin sama foto profilnya sama dengan lama tetapi kok pas mau lihat psnan dsuruh login lagi dan saya ada pesan barang pla,AA,1
cuma mau bayar saja kenapa susahnya minta ampun ketika mau buka cuma muncul menghubungkan terus sudah coba diperbarui versi terbaru tetap sama saja sudah log out tapi bahkan tidak bisa log in lagi karena jaringan bermasalah terus sudah 8 hari kayak begini kenapa tidak di perbaiki sih,AA,1
kenapa spaylater suka tidak bisa digunakan baru 3x checkout sudah muncul notifikasi harus bayar tagihan padahal tagihan bulan kemarin sudah dibayar buat apa disediakn limit 6 juta tapi tidak bisa dipakai maksimal member aku sudah platinum dan sering belanja tapi perlakuan masih begini tolong ditanggapi masalah ini tiap kali bertanya cust care juga tidak ada penyelesaian olshop lain sudah mulai menyediakan layanan jangan sampai konsumen beralih ke yang lain,CA,1
kenapa setiap pembelian sekarang tidak bisa selalu dibatalkan oleh pihak unduh pembaruan tidak bisa dengan alasan sinyal krng bagus padahal sinyal wifi full sudah dicoba log out log in ulang sama saja diunistal diinstal kmbli tetap tidak bisa hmm,CA,1
harap ditingkatkan untuk perubahan pin shopeepay yang gampang sekali diubah jangan hanya lewat verifikasi nomor handphone tapi harus ada pertanyaan yang valid untuk menyatakan bahwa sih pengguna shopeepay atau yang menggunakan hanya satu orang dan pin tidak gampang dapat diubah trmksih,CA,3
aku terlambat bayar s hari sudah di bayar masuk hari ke 3 masih saja tidak bisa di pakai s laternya bayar denda keterlambatan mahal banget judulnya juga sudah di bayar chat live agen jwbanya tidak ada yang muasin hati kenapa masih tidak bisa di pakai,AC,2
tidak bisa pakai padahal sudah diaktifkan saya kecewa karena saat hendak chek out menggunakan selalu tertulis aktifkan sekarang padahal sudah saya aktifkan sejak lama limitnya pun sudah tertera dan belum saya pakai sama sekali karena tidak bisa saat bertanya kepada tim jawabannya selalu tidak membantu parah sih,AA,1
kenapa ya saya lewat metode bayar di tempat tetapi tidak bisa terus ada notif karena keterlambatan pmbayaran pdahal dari dahulu suka bayar di tempat bisa kok tidak rumit harus sgala kamu kecewa sebagai pembeli melihat kejadian begini bintang 1 ya mohon di perbaikan lagi minimal aplikasi terima kasih,CA,1
sangat membantu sekali sih menurut saya contoh walaupun kita belum punya banyak uang tapi kita tetap bisa belanja disini dengan adanya shopeepay dan malahan diantar sampai depan pintu rumah dengan adanya bayar di tempat pokoknya terbaik lah,CA,5
akun saya sering terjadi masalah baik itu terblokir dan kini cek out tidak bisa sama sekali melakukan pembayaran bayar di tempat transfer bank sungguh mengecewakan disaat pas membutuhkan sekali sudah melakukan pelaporan sejak lama tapi tiada solusi dan pemulihan akun,AA,2
keseluruhan cukup sangat baik selama ini walaupun pernah kena prank sama akun seller dengan kiriman yang tidak sesuai dengan yang dipesan untuk sistem pengaktifan shoopepaylater di perbaiki saya sudah lakukan aktivasi dan pengajuan terverfikasi sudah lakukan top up juga untuk shoopepay untuk syarat minimal nya tapi sampai sekarang belum bisa menekan aktivasi but shoope terbaik king of diskon rata pengiriman cepat kurir juga sudah berlanganan untuk pengiriman nya,CA,5
rada geloo saya sudah bayar tetapi bilang belum masuk dan tidak di input di aplikasi disuruh konfirmasi lewat email tetapi gagal terus pelayanan kurang baik banyak lambat nyaa giliran belum bayar nelpon terus giliran sudah bayar dipersulit,AA,1
kangen yang dahulu 99 rupiah gratis ongkos kirim segala macam pembayaran sekarang makin kesini makin pelit pembayaran lewat sopipay dan saja yang bisa freong itu pun pengiriman tidak semua bisa freong semoga lebih baik lagi tidak usah bayar artis mahal uang buat promo saja tidak pakai artis mahal juga pasti ramai kok eccommerce nya,CA,4
tidak ada payah sudah dapat limitnya sudah bisa digunakan tapi dengan alesan tidak jelas padahal bayar lancar terus dibayar terus eh tahu bahkan tidak dikasih lagi bahkan di nonaktifkan payah luh ahh bikin tidak kayak bukalapak x yang kasih limit lumayan dan praktis tidak rumit tapi luh shope bikin tidak jelas awal cuman kecil ujung bahkan di nonaktifkan payah luh ahh mendingan luhh buka warung nasi saja jangan daring shop percu,CA,1
sudah bayar di data indomaret sudah sukses tetapi di akun saya belum terbayar sudah di menghubungi tapi tidak bisa di whatsapp juga tidak ada tanggapan padahal seminggu lagi jatuh tempo tolong kerja sama nya jika ada kendala di kabarin saya sudah bayar loh jangan sampai tidak masuk ke data tagihan saya terima kasih,AA,2
awalnya suka shope karena selain belanja ada juga dan spinjam tetapi entah kenapa sekarang tidak bisa di pakai bkin kecewa banget padahal pakai sudah lama banget dari jaman masih jadi anak sklah sudah coba ke pelayanan pelanggan berkali tetapi ttep tidak ada perubahan spaylater dan spinjam masih tidak bisa di pakai keterangan data tidak sesuai sudah hampir 1 bulan setengah pdahal bayar tagihan tidak pernah terlambat,CA,2
berat lemoot dan yang sudah install jangan pernah pakai atau spinjam selain bunga gede kita terlambat dikit mereka akses kontak handphone kita yang lebih parahnya nagih hutang ke kontak kita bikin malu padahal perjanjiannya tidak boleh ngehubungi di luar kontak darurat pokoknya jangan pernah pakai spinjam spaylater,CA,1
makin lama makin mahal dari semuanya dari pinjam potongan dagangan yang di jual dan terlebih yang terbaru sekarang mau tarik saldo bahkan kena admin 3 padahal dahulu enak banget murah banget kalau dan pajaknya dan terlebih gratis juga kalau tarik saldo ke rekening sekarang makin lama makin mahal dan kena biaya semua mohon di kembalikan seperti dahulu saja minimal sistemnya lebih nyaman,CA,2
nah begitu dong jangan di nol in kubalikin nih bintang jadi 5 x komplain langsung kehandle semua siip tidak jadi saya unin deh awalnya limit saya berkurang dari 1juta ke 38 masih oke maklum karena covid eh tidak tahu tiba dikurang i lagi jadi 5 perak buat beli pulsa saja masih kurang dan saya tidak pernah terlambat bayar,CA,5
ini aneh tiba log out sendiri dan susah login di kenapa ya padahal wifi kenceng dan kalau pun ada kesalahan tolong segera perbaikan karena saya masih punya cicilan kalopun maaih tidak bisa login ya tidak apa apa berati tidak akan saya bayar dan ausah mau bayar bagaimana login saja susah makawih minimal silahkan di tinjau soalnha saya tidak ngincer flash sale yang begitu sudah mampu mah saya beli sendiri,CA,1
kenapa saya setiap mau bayar pakai tidak bisa terus sudah di coba beberapa kali tidak bisa bukannya mempermudah bahkan jadi mempersulit proses pembayaran mohon di perbaikan,CA,3
parah sih semakin kesini corona di jadi in alasan terus ada beberapa point yang bikin semakin tidak nyaman 1 tanam yang mulanya thr minimal 1 jadi 1 dan panennya semakin lama kayak tidak dihargai banget nyiram apalagi siram melalui web cuma setetes yaampun setetes saja di kurangi kali padahal aku tidak pernah bayar terlambat lama habis sudah limitnya parah sih ya kecewa alasannya corona terus,CA,1
membantu sekali semua ada di shoppee apa yang kita butuhkan dan saat ini ada membantu juga kalau belanja bisa hayar dibulan depan kalau bisa limit dinaikin ya dan kalau bisa ada pinjaman tunainya juga terima kasih,CA,5
mah sekarang tidak tahu kenapa lambat kalau di buka terus akan aku dapat dari dahulu hampir 1 8 tapi gara covid di tarikk padahal aku mah bayar tidak terlambat an ai yang akun baru langsung dapat akun lama bahkan ditarik paylaternya aneh,AA,2
untuk uuh payah di pada hal saya sudah senang banget di di diperbarui tidak bisa di uninstall juga tidak bisa di unduh lagi sedangkan saya mau pembayaran bagaimana nih tolong di perbaikan lagi ya,CA,5
sudah lama jadi pelanggan tapi tidak ada fitur tambahan seperti di e commerce lain juga tidak dapat dan pilihan kurir paket sekarang terbatas tidak bisa semua platform,CA,1
platfrom belanja terbaik luar biasa cuma saya kasih saran saya selalu gagal kalau mau vertifikasi dan itu tolong di perbaiki ya minimal soalnya saya mau transfer saldo jadi susah memang ktp saya alamatnya kebalik jalan laut harusnya tapi di ktp jalan alut tolong minimal tolong di acc,CA,5
saya sangat tidak respect sama saya pelanggan lama semua sudah terverifikasi sudah sering banget belanja sampai member platinum tapi tidak dapat sementara yang masih member classic saja sudah dapat tiap tanya ke agen jawabannya selalu normatif kalau hanya untuk member terpilih dan bukan berdasarkan jenis member justru di sinilah yang saya anggap jebakan buat apa ada sistem member loyalty percuma pelanggan setia yang sering belanja sampai jadi platinum tidak dihargai,CA,1
bertahun tahun pakai tidak ada kendala sekarang lambat akun dinonaktifkan dengan notif data tidak sesuai lucu padahal tidak pernah nunggak apalagi terlambat tanya ke pelayanan pelanggan jwaban pasti itu saja kebijakan sistem tidak seperti sebelah yang sekarang lebih maju kecewa dengan yang semakin mundurr,AA,1
ini bagaimana ya setelah banyak pembaruan jadi lambat dan lain lain loading untuk pembayaran dan lain lain sangat lama sehingga tidak bisa melakukan pembayaran karena tidak bisa mendapatkan nomor virtual akun live chat dengan pelayanan pelanggan juga tidak bisa karena tidak muncul akibat loading terus menerus apa solusinya sudah hapus cache 1x4 jam nghbungin admin di instagram juga belum ada balasan bagaimana kalau begitu jadi dirugikan,CA,2
aplikasi saya yang terbaik sampai acount saya dari silver ke platinum dan saya semakin tinggi dan sekarang limit benar rendah banget bayar tepat waktu lebih cepat saldo 4 jt sekarang 59 lebih tinggi acount basic 79 saya yang platinum di kecewa in sangat kecewa 6 tahun pakai sekarang kayak kurang dihargai cek saja dalam beberapa tahun ini saya pesan apa saja sama bisa dapat acount itu butuh perjuangan dan kerja keras banyak e commerce lain saya utamakan kecewa,CA,1
baru hari ini saya bermasalah begitu klik langsung keluar sudah reinstal bahkan handphone sudah saya reset tapi tetap tidak bisa masuk tolong dibantu karena ada yang harus segera saya bayar handphone saya jadul tapi biasanya lancar tidak ada masalah,CA,4
jelek sekarang terlambat 1hr saja dibekuin sampai 1th itu pun terlambat krena kesalahan sistem,AC,1
suka banget belanja di tapi kenapa sekarang pembayaran kayaknya kok dipersulit yach berkali chekout di batal in sistem karena pembayaran tidak bisa diproses bagaimana dong walaupun pakai yang penting akan pembayaran lancar tidak ada tunggakan please deh jangan bikin ilfeel,CA,3
aplikasi ini membantu hampir semua keperluan apapun saya cari di setiap fitur terbaru saya coba dan untuk penggunaan saya menyayangkan di pembayarannya misal tagihan saya 3 pembelian produk sebelum jatuh tempo saya ingin membayar salah satu tagihan tersebut tapi itu tidak bisa sebaiknya pilihan fitur tersebut ada untuk mempermudah pembeli beberapa fitur terbaru juga tidak semua pengguna bisa mendapatkan terlebih spinjam,CA,4
puas belanja di produk kualitas bagus metode pembayaran dengan pilihan yang sangat mudah dan fitur keamanan sangat puas hanya sedikit kecewa limit turun belum dapat limit pinjam tapi tetap positif dan selalu menjadi nomor 1 di asia,CA,5
dan fitur bagus sih apalagi ada fitur pembayaran tapi sayang kenapa pas ada fitur metode pembayaran dengan tidak bisa digunakan mohon di adakan lagi dong metode pembayaran dengan nya,CA,4
saya suka sekali belanja di karena ada banyak programnya gratis ongkos kirim misalnya program yang paling saya suka tapi semakin lama banyak ribetnya mau top up sj pakai bayar sudah transferan dipotong rp 1 lama jadi mata duitan aplikasi nya sih bagus sudah ada shope pinjam shope semua itu akan sudah ada potongan admin masing masa top up harus di potong lagi ingin yang dahulu tanpa rumit kembali toko luar negeri please,CA,4
kok di diperbarui terus tapi tambah lama tambah lambat ya jadi sebel kalau buka lama banget padahal buka yang lain normal saja semakin lama ongkos kirim juga semakin mahal dahulu awal ada shoppe sering promo pakai jartu kredit sekarang harus pakai shopeepay baru banyak cashback free ongkos kirim,CA,1
terlalu sering pembaruan ukuran aplikasi nya makin geda saja sering down server nya ketika event tertentu aku pengguna yang sering banget dapat telpon dari pihak padahal belum jatuh tempo dan tidak pernah terlambat bayar promosinya sering tidak masuk akal,AC,1
kecewa sama masa saya sudah member gold sering belanja di juga kok saya tidak pernah naik dari awal sampai sekarang cuma 1k terus apalagi saya tidak pernah terlambat bayar sebelum jatuh tempo ke tanggal pembayaran di sedangkan teman saya yang baru pakai sudah dikasih gede ngawuurr benar kecewa sama shopee,CA,1
sudah makin kesini makin sebel banget sama ini nge bug lambat keluar sendiri tiap hari diperbarui bunga naik bunga pinjaman naik minimal pembelian 4ribu biar gratis ongkos kirim potongannya pun cuma 5ribu semuanya naik sangat duper pelitt tidak ada promo sangat bad,CA,1
akun tertuliskan dibekukan sementara tapi sudah berapa bulan komplain tapi tidak ada perubahan shope makin kesini makin tidak jelas kalau dikomplain saja respons lama giliran masalah pembayaran dan penagihan belum jatuh tempo saja sudah ditelponin sampai adm aku bingung handphone bunyi terus ganggu banget sumpah,AA,1
saya sudah pakai 3 taun saya juga sering pakai spay latter sekarang banyak banget biaya penanganan kalau kepepet pakai juga sekarang bunga gede tolong dong jangan gede biaya penanganan dan bunga saya sering belanja receh seperti jepitan unik kayak begitu kalau ditambah biaya penanganan jadi mahal pula aku belanja,CA,2
awal bagus saya senang ada pembayaran tetapi limitnya tidak balik lagi gara saya terlambat bayar seharusnya transaksi banyak saya setiap bulan di jadikan penilaian yang baik bukan bahkan di hilangkan limit paylaternya,CA,2
aplikasi minimal android marshmallow semua android kitkat dan lollipop saya tidak bisa memasang walaupun salah satu android saya ada yang bisa memasang itupun tidak bisa nikmatin full fitur aplikasi contoh di kitkat tidak bisa input pin sedangkan di lollipop tidak bisa memasang aplikasi jadi bagi yang punya android marshmallow kebawah haram hukumnya hapus instalan aplikasi dari pada tidak bisa nginstal aplikasi lagi selamanya kayak yang sudah saya alami,AP,1
sangat bagus fitur dan ragam barang juga harga sangat baik layanan chat respons cepat serta ramah sopan kata dan banyak promo bonus juga game menyenangkan terlebih ada sangat mudah dalam pengajuan semoga limit lebih ditingkatkan agar dapat bermanfaat sesuai keinginan kalau bisa sistem cicilan bukan hanya untuk 3 hari ya diadakan sistem beberapa bulan begitu maaf sekadar saran,CA,5
tidak mengerti lagi sama kenapa belum juga menangani komplain dari nasabah soal saya masih sudah tahun ini tapi tidak ada penyelesaian bilangnya di alihkan ke tim terkait tapi sampai sekarang tidak ada hasil buruk banget sistem pelayanan nya,AC,1
adalah favorit saya dibanding yang lain tapi saya kecewa sejak akun saya tidak bisa buat bayar baik menggunakan dan tf bank saya hububgi pelayanan pelanggan berkali kali hanya di balas template tanpa tindakan tolong pelayanan pelayanan pelanggannya di perbaiki konsumen tidak butuh balasan template tapi penanganan cepat terima kasih,CA,2
sudah dibayar bahkan di telpon berkali kali dan bilangnya saya belum melakukan pembayaran memangnya kalian ini mengupdate pembayaran secara manual sampai saya diganggu terus menyesal banget saya pakai later,AC,1
kenapa jaringan saya kalau mau membayar di selalu bermasalah dengan jaringan padahal untuk lain jaringannya bagus semua tolong untuk developer agar memperbaiki masalah unruk ini,CA,2
sudah tahun lunas tapi akun masih di bekukan bagaimana ya,AA,1
adalah yang paling saya percaya kalau belanja daring tetapi sayang aplikasi nya lambat banget dan satu lagi kenapa pembayaran menggunakan selalu di tolak padahal limit ada banyak mohon informasinya minimal terima kasih,CA,2
tidak jadi uninstall setelah komplain soal limit yang di kurangi sepihak limit di kembalikan walau cuma 3 dari limit awal setidaknya itu membantu di saat pandemik ini mudahan limit di kembalikan utuh karena sangat memudahkan dan membantu di keadaan darurat user dan saling menunjang terima kasih diperbarui tambahin 1 bintang lagi sudah 75 dari limit awal,AA,4
kurang lebih saya suka dengan ini dan sudah menjadi utama saya dalam berbelanja perlengkapan rumah tangga dan apapun itu lainnya tetapi kenapa akun saya belum mendapat opsi untuk mendaftar ya padahal tingkat transaksi saya cukup tinggi dan nominalnya pun bisa berjuta dalam 1 bulan sedangkan akun istri saya yang hampir sudah tidak pernah transaksi dan dulunyapun jarang bahkan dapat opsi itu di akunnya,CA,4
makin sini makin lambat saja sampai saya buka tutup hapus terus dwonlod lagi tetap saja ternyata tiap cek out ada biaya layanan sekarang terus juga bunganya edun banget sekarang kok bahkan makin parah makin jelek saja ini lemodd parah sudah begitu harus sering di diperbarui belum lagi pas mau co loading pas mau bayar pun harus buka tutup kenapa sih bukannya makin bagus,CA,1
maaf kakak fitur kadang tidak bisa buat isi token listrik itu kenapa ya,AA,5
aneh banget satu transaksi yang sudah di bayar kok masuk lagi ke tagihan bulan depan akan jadi double bayar sudah bertanya ke pelayanan pelanggan lewat chat belum di jawab sudah diputus aneh banget padahal dari dahulu loyal banget sama sampai aku kasih bintang 5 loh karena promo gratis ongkos kirimnya bagus banget tapi kalau sampai dua kali bayar tagihan yang sama jadi percuma saja gratis ongkos kirimnya,AC,1
sangat mengecewakan saya tidak pernah terlambat membayar tapi tiba dibekukan belum jatuh tempo sudah nagih kayak rentenir apalagi kurir pengiriman sungguh sangat mengecewakan harus barang bisa datang tepat waktu tapi sampai terlambat 3 hari masih mending pakai kurir jne tolong lebih ditingkatkan lagi kinerja shopee,CA,1
mau tanya nih kenapa ya di non aktifkan limitnya padahal disuruh bayar on time terus terlambat sehari diteror akan tidak etis kayak begitu tolong ya penjelasannya jangan bertele seperti aplikasi sebelah loh harapan saya semoga limitnya kembali muncul terima kasih,AC,1
gratis ongkos kirim jangan hanya untuk berikan juga pada pembelinya yang hanya beli dan bayar langsung atau juga yang bayar di tempat kemudian perbaikan untuk sistem pembelian dengan cara cicilan untuk komplain barang yang di beli agar tidak merugikan pembeli,CA,5
terkadang lambat padahal jaringan bagus aplikasi lain berjalan lancar bahkan di nonaktifkan padahal bayar sesuai tanggal sayang sekali fitur ini tidak berjalan,AC,3
