content,score,at,platform_type,token,lemmatized,clean,period,topic_no,cluster
padahal dari dahulu saya suka belanja dishopee tapi semakin pembaruan ini aplikasi jadi sampah sudah begitu di handphone saya bahkan hilang ini salah handphone saya atau bug aplikasi sih jujur saya fans jadi kecewa banget padahal sudah setia pakai shopee,1,2020-10-15 3:33:15,ecomm,"['suka', 'belanja', 'dishopee', 'pembaruan', 'aplikasi', 'sampah', 'handphone', 'hilang', 'salah', 'handphone', 'bug', 'aplikasi', 'sih', 'jujur', 'fans', 'kecewa', 'banget', 'setia', 'pakai', 'shopee']",suka belanja dishopee baru  sampah handphone hilang salah handphone bug   jujur fans kecewa  setia pakai,suka belanja dishopee pembaruan aplikasi sampah handphone hilang salah handphone bug aplikasi sih jujur fans kecewa banget setia pakai shopee,2020-10-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
saya kasih bintang karena makin kesini makin tidak suka sama kuponnya kupon cashback pakai nominal belanja gratis ongkos kirimnya juga harus selalu pakai and dan limit saya kenapa dikurangi dari 75 sekarang dikurangi jadi 375 pdahal pembayaran saya tidak pernah terlambat sekarang lebih sering belanja di sebelah,2,2020-04-04 0:59:33,ecomm,"['kasih', 'bintang', 'kesini', 'suka', 'kuponnya', 'kupon', 'cashback', 'pakai', 'nominal', 'belanja', 'gratis', 'ongkos', 'kirimnya', 'pakai', 'and', 'limit', 'dikurangi', '75', 'dikurangi', '375', 'pdahal', 'pembayaran', 'terlambat', 'belanja', 'sebelah']",kesini suka kupon kupon cashback pakai nominal belanja gratis   pakai and limit kurang 75 kurang 375 pdahal bayar lambat belanja belah,kasih bintang kesini suka kuponnya kupon cashback pakai nominal belanja gratis ongkos kirimnya pakai and limit dikurangi 75 dikurangi 375 pdahal pembayaran terlambat belanja sebelah,2020-04-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
dari awal pesan di sampai sekarang belum ada yang mngecewakan pilahan barangnya banyak dari harga yang termurah hingga yang mahal gratis ongkos kirimnya juga cetar semua ada jadi harus pandai pilih seller juga jika ada yang tidak di mengerti bisa langsung bertanya ke pelayanan pelanggan lwt chat pelayanan pelanggan ramah penyampaian jelas ada fitur baru sangat membantu sekali bagi yang tidak menggunakan atau malas ke atm bisa pakai beli barang bayar belakangan bisa di cicil pula bunga,5,2019-12-27 11:36:07,ecomm,"['pesan', 'mngecewakan', 'pilahan', 'barangnya', 'harga', 'termurah', 'mahal', 'gratis', 'ongkos', 'kirimnya', 'cetar', 'pandai', 'pilih', 'seller', 'mengerti', 'langsung', 'pelayanan', 'pelanggan', 'lwt', 'chat', 'pelayanan', 'pelanggan', 'ramah', 'penyampaian', 'fitur', 'membantu', 'malas', 'atm', 'pakai', 'beli', 'barang', 'bayar', 'cicil', 'bunga']",pesan mngecewakan pilah barang harga murah mahal gratis   cetar pandai pilih seller erti langsung layan langgan lwt chat layan langgan ramah sampai fitur bantu malas atm pakai beli barang bayar cicil bunga,pesan mngecewakan pilahan barangnya harga termurah mahal gratis ongkos kirimnya cetar pandai pilih seller mengerti langsung pelayanan pelanggan lwt chat pelayanan pelanggan ramah penyampaian fitur membantu malas atm pakai beli barang bayar cicil bunga,2019-12-01,-1,Outlier
saya akun platinum kecewa sudah dibayar tanggal desember lalu saya pulih dan saya lakukan pemesanan kembali melalui harusnya ini manjadi tagihan dibulan berikut tapi kenapa tetap jadi tagihan dibulan yang sama,1,2020-12-26 3:47:50,ecomm,"['akun', 'platinum', 'kecewa', 'dibayar', 'tanggal', 'desember', 'pulih', 'lakukan', 'pemesanan', 'manjadi', 'tagihan', 'dibulan', 'tagihan', 'dibulan']",akun platinum kecewa bayar tanggal desember pulih laku pesan manjadi tagih bulan tagih bulan,akun platinum kecewa dibayar tanggal desember pulih lakukan pemesanan manjadi tagihan dibulan tagihan dibulan,2020-12-01,2,2_tagih bayar_bayar tanggal_bayar tagih_tanggal bayar
kalau bisa ada kupon gratis ongkos kirim lagi untuk metode pembayaran melalui dan gambarnya produk tidak muncul hanya tulisan saja pdahal jaringan bagus tolong di perbaiki ya minimal,5,2020-07-16 14:16:58,ecomm,"['kupon', 'gratis', 'ongkos', 'kirim', 'metode', 'pembayaran', 'gambarnya', 'produk', 'muncul', 'tulisan', 'pdahal', 'jaringan', 'bagus', 'tolong', 'perbaiki', 'ya', 'minimal']",kupon gratis   metode bayar gambar produk muncul tulis pdahal jaring bagus  baik  minimal,kupon gratis ongkos kirim metode pembayaran gambarnya produk muncul tulisan pdahal jaringan bagus tolong perbaiki ya minimal,2020-07-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
sebenarnya sama shoppe sendiri tidak ada masalah semua baik cuma mungkin pelayanan pelanggan servise yang perlu di tingkatkan saya sudah bayar tagihan tetapi masih saja sih telpon dan ditagih suruh bayar padahal jatuh tempo juga masih hari lagi masalahnya saya sudah bayar apakah tidak di cek terlebih dahulu pelanggan yang sudah bayar sebelum ditelfon telpon begitu,2,2021-05-03 8:51:33,ecomm,"['shoppe', 'pelayanan', 'pelanggan', 'servise', 'tingkatkan', 'bayar', 'tagihan', 'sih', 'telpon', 'ditagih', 'suruh', 'bayar', 'jatuh', 'tempo', 'bayar', 'cek', 'pelanggan', 'bayar', 'ditelfon', 'telpon']",layan langgan servise tingkat bayar tagih  telpon tagih suruh bayar jatuh tempo bayar cek langgan bayar ditelfon telpon,shoppe pelayanan pelanggan servise tingkatkan bayar tagihan sih telpon ditagih suruh bayar jatuh tempo bayar cek pelanggan bayar ditelfon telpon,2021-05-01,-1,Outlier
bayar tepat waktu terus sudah dipakai tapi bahkan ke blokir aneh pinjam ada tombol aktifkan tapi tidak bisa pas di klik notif penawaran selalu muncul lalu buat apa kalau tidak bisa digunakan sudah buat laporan di cc tapi sama saja jawaban nya,4,2023-05-04 0:12:08,ecomm,"['bayar', 'dipakai', 'blokir', 'aneh', 'pinjam', 'tombol', 'aktifkan', 'pas', 'klik', 'notif', 'penawaran', 'muncul', 'laporan', 'cc', 'nya']",bayar pakai blokir aneh pinjam tombol aktif pas klik notif tawar muncul lapor cc,bayar dipakai blokir aneh pinjam tombol aktifkan pas klik notif penawaran muncul laporan cc nya,2023-05-01,-1,Outlier
makin begok saja ini ngajukan di acc tapi tidak bisa digunakan untuk metode tololnya lagi minta bantuan di chat agen kenapa tidak bisa di pakai jawabpan sih agen juga tidak tahu yang jadi pertanyaan saya fungsi pusat bantuan itu apa dan apa fungsinya aktif tapi tidak bisa digunakan apa pihak shoppe mau mencuri data dari pendaftaran yang pendaftarannya pasti memakai ktp,1,2022-08-07 15:33:18,ecomm,"['begok', 'ngajukan', 'acc', 'metode', 'tololnya', 'bantuan', 'chat', 'agen', 'pakai', 'jawabpan', 'sih', 'agen', 'fungsi', 'pusat', 'bantuan', 'fungsinya', 'aktif', 'shoppe', 'mencuri', 'data', 'pendaftaran', 'pendaftarannya', 'memakai', 'ktp']",begok ngajukan acc metode tolol bantu chat agen pakai jawabpan  agen fungsi pusat bantu fungsi aktif  curi data daftar daftar pakai ktp,begok ngajukan acc metode tololnya bantuan chat agen pakai jawabpan sih agen fungsi pusat bantuan fungsinya aktif shoppe mencuri data pendaftaran pendaftarannya memakai ktp,2022-08-01,-1,Outlier
suka banget main di lengkap semua bisa main game bisa ngasilin uang banyak promo dan cashback koin paling suka sama shopeegames sih seru banget cuman main game bisa dapat koin yang bisa di pakai buat belanja terima kasih shopee,5,2023-08-11 4:45:59,ecomm,"['suka', 'banget', 'main', 'lengkap', 'main', 'game', 'ngasilin', 'uang', 'promo', 'cashback', 'koin', 'suka', 'shopeegames', 'sih', 'seru', 'banget', 'cuman', 'main', 'game', 'koin', 'pakai', 'belanja', 'terima', 'kasih', 'shopee']",suka  main lengkap main game ngasilin uang promo cashback koin suka shopeegames  seru   main game koin pakai belanja,suka banget main lengkap main game ngasilin uang promo cashback koin suka shopeegames sih seru banget cuman main game koin pakai belanja terima kasih shopee,2023-08-01,-1,Outlier
lazada ongkos kirim temurah bagus tapi rumit verifikasi spay tidak bisa karena ktp tidak jelas tapi pas awal daftar bisa terus saat belanja pakai tiba dibatalkan sistem karena belum bayar katanya padahal biasanya otomatis terpotong pas checkout chat pelayanan pelanggan tidak ada solusi sampai email katanya tidak terpotong jadi dibatalkan padahal bukan salah saya tenang saja saya tidak uninstall cuma belanja kalau ada ongkos kirim saja di shopeemah belanja pakai ongkos kirim lazada lebih murah ongkos kirimnya,1,2021-02-15 10:55:24,ecomm,"['lazada', 'ongkos', 'kirim', 'temurah', 'bagus', 'rumit', 'verifikasi', 'spay', 'ktp', 'pas', 'daftar', 'belanja', 'pakai', 'dibatalkan', 'sistem', 'bayar', 'otomatis', 'terpotong', 'pas', 'checkout', 'chat', 'pelayanan', 'pelanggan', 'solusi', 'email', 'terpotong', 'dibatalkan', 'salah', 'tenang', 'uninstall', 'belanja', 'ongkos', 'kirim', 'shopeemah', 'belanja', 'pakai', 'ongkos', 'kirim', 'lazada', 'murah', 'ongkos', 'kirimnya']",lazada   temurah bagus rumit verifikasi spay ktp pas daftar belanja pakai batal sistem bayar otomatis potong pas checkout chat layan langgan solusi email potong batal salah tenang uninstall belanja   shopeemah belanja pakai   lazada murah,lazada ongkos kirim temurah bagus rumit verifikasi spay ktp pas daftar belanja pakai dibatalkan sistem bayar otomatis terpotong pas checkout chat pelayanan pelanggan solusi email terpotong dibatalkan salah tenang uninstall belanja ongkos kirim shopeemah belanja pakai ongkos kirim lazada murah ongkos kirimnya,2021-02-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
kirain cuman saya tidak tahu ada kawannya 1 kali pesan barang bayar bulan berikutnya pas dicek tagihan kok tidak ada taunya tagihan dibuat 3 bulan saya heran apa saya lupa nah pesan lagi nih barang bayar bulan depan pas dilihat tagihannya jadi 1 tahun wah keren cara tipu kalau tidak rajin cek tagihan kena tipuu sudah begitu tidak bisa dibayar sekaligus lagi beban banget sudah deh kapok ini terakhir pakai lihat ulasan dibawah mengerikan aplikasi error pas bayar jadi kena denda,1,2021-08-07 10:39:04,ecomm,"['kirain', 'cuman', 'kawannya', '1', 'kali', 'pesan', 'barang', 'bayar', 'pas', 'dicek', 'tagihan', 'taunya', 'tagihan', '3', 'heran', 'lupa', 'pesan', 'nih', 'barang', 'bayar', 'pas', 'tagihannya', '1', 'keren', 'tipu', 'rajin', 'cek', 'tagihan', 'kena', 'tipuu', 'dibayar', 'beban', 'banget', 'deh', 'kapok', 'pakai', 'lihat', 'ulasan', 'dibawah', 'mengerikan', 'aplikasi', 'error', 'pas', 'bayar', 'kena', 'denda']",kirain  kawan 1  pesan barang bayar pas cek tagih tau tagih 3 heran lupa pesan nih barang bayar pas tagih 1 keren tipu rajin cek tagih kena tipuu bayar beban  deh kapok pakai lihat ulas bawah ngeri  error pas bayar kena denda,kirain cuman kawannya 1 kali pesan barang bayar pas dicek tagihan taunya tagihan 3 heran lupa pesan nih barang bayar pas tagihannya 1 keren tipu rajin cek tagihan kena tipuu dibayar beban banget deh kapok pakai lihat ulasan dibawah mengerikan aplikasi error pas bayar kena denda,2021-08-01,2,2_tagih bayar_bayar tanggal_bayar tagih_tanggal bayar
berjalan dengan sangat lambat padahal handphone aku kalau buat instagram youtube bahkan bermain game sekelas genshin impact berjalan dengan sangat mulus jadi bukan smartphone yang bermasalah tapi memang sekarang loading lambat sangat mengecewakan kalau bukan karena ada sudah saya tinggalkan buruk seperti ini,1,2023-02-05 15:43:15,ecomm,"['berjalan', 'lambat', 'handphone', 'instagram', 'youtube', 'bermain', 'game', 'sekelas', 'genshin', 'impact', 'berjalan', 'mulus', 'smartphone', 'bermasalah', 'loading', 'lambat', 'mengecewakan', 'tinggalkan', 'buruk']",jalan lambat handphone instagram youtube main game kelas genshin impact jalan mulus smartphone masalah loading lambat kecewa tinggal buruk,berjalan lambat handphone instagram youtube bermain game sekelas genshin impact berjalan mulus smartphone bermasalah loading lambat mengecewakan tinggalkan buruk,2023-02-01,-1,Outlier
palugada pokoknya membantu tidak perlu capek jalan buat cari barang yang diperlukan cukup lewat jari mode pembayaran variatif bisa pakai kalau pas tanggal tua terima kasih shopee,5,2020-02-11 14:04:03,ecomm,"['palugada', 'pokoknya', 'membantu', 'capek', 'jalan', 'cari', 'barang', 'jari', 'mode', 'pembayaran', 'variatif', 'pakai', 'pas', 'tanggal', 'tua', 'terima', 'kasih', 'shopee']",palugada pokok bantu capek jalan cari barang jari mode bayar variatif pakai pas tanggal tua,palugada pokoknya membantu capek jalan cari barang jari mode pembayaran variatif pakai pas tanggal tua terima kasih shopee,2020-02-01,-1,Outlier
kak kenapa saya tidak bisa mengaktifkan shopeepay selalu ditolak terus kalau memang pihak tidak mau memberikan saldo shopeepaylater kepada saya kenapa mesti di beri kalau tidak bisa dipakai percuma saldo 6juta tapi tidak bisa diaktifkan padahal baru kemarin saya senang dengan dan sudah banyak belanja di shopee,2,2020-10-05 12:57:03,ecomm,"['kak', 'mengaktifkan', 'shopeepay', 'ditolak', 'saldo', 'shopeepaylater', 'mesti', 'dipakai', 'saldo', '6juta', 'diaktifkan', 'kemarin', 'senang', 'belanja', 'shopee']",kak aktif  tolak saldo shopeepaylater mesti pakai saldo 6juta aktif  senang belanja,kak mengaktifkan shopeepay ditolak saldo shopeepaylater mesti dipakai saldo 6juta diaktifkan kemarin senang belanja shopee,2020-10-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
sekarang tidak ada gratis ongkos kirim lagi untuk biaya penanganan juga mahal biasanya belanja sering pakai dan sangat membantu tapi sekarang harus memikirkan terlbih dahulu tolong untuk admin semoga ada gratis ongkos kirim lagi dan biaya penanganan khusus pengguna diringankan terima kasih,3,2022-11-11 2:41:37,ecomm,"['gratis', 'ongkos', 'kirim', 'biaya', 'penanganan', 'mahal', 'belanja', 'pakai', 'membantu', 'memikirkan', 'terlbih', 'tolong', 'admin', 'semoga', 'gratis', 'ongkos', 'kirim', 'biaya', 'penanganan', 'khusus', 'pengguna', 'diringankan', 'terima', 'kasih']",gratis   biaya tangan mahal belanja pakai bantu pikir terlbih  admin  gratis   biaya tangan khusus guna ringan,gratis ongkos kirim biaya penanganan mahal belanja pakai membantu memikirkan terlbih tolong admin semoga gratis ongkos kirim biaya penanganan khusus pengguna diringankan terima kasih,2022-11-01,-1,Outlier
tolong perbaikan bug dimana tidak bisa mengisi shoppepay lewat banking dari kemarin masih tidak bisa top up pakai tidak sedikit uang pula kalau tidak bisa top up terus nanti kalau tidak kebayar bahkan kena denda pokoknya mohon di perbaikan dahulu bug server nya semoga mengerti pihak developer,1,2023-04-17 11:53:44,ecomm,"['tolong', 'perbaikan', 'bug', 'dimana', 'mengisi', 'shoppepay', 'banking', 'kemarin', 'top', 'up', 'pakai', 'uang', 'top', 'up', 'kebayar', 'kena', 'denda', 'pokoknya', 'mohon', 'perbaikan', 'bug', 'server', 'nya', 'semoga', 'mengerti', 'developer']",baik bug mana isi shoppepay banking  top up pakai uang top up bayar kena denda pokok  baik bug server   erti developer,tolong perbaikan bug dimana mengisi shoppepay banking kemarin top up pakai uang top up kebayar kena denda pokoknya mohon perbaikan bug server nya semoga mengerti developer,2023-04-01,-1,Outlier
selalu belanja daring di sini kalau mencari barang yang tidak ada di kota saya pasti lgsung search di dan belanja tapi vousher gratis ongkos kirim yang reguler kok cuma tinggal satu per bulan ya tambahin lagi dong jangan kebanyakan kupon shopeepay dan later,5,2020-02-11 14:29:26,ecomm,"['belanja', 'daring', 'mencari', 'barang', 'kota', 'lgsung', 'search', 'belanja', 'vousher', 'gratis', 'ongkos', 'kirim', 'reguler', 'tinggal', 'ya', 'tambahin', 'kebanyakan', 'kupon', 'shopeepay', 'later']",belanja daring cari barang kota lgsung search belanja vousher gratis   reguler tinggal  tambahin banyak kupon  later,belanja daring mencari barang kota lgsung search belanja vousher gratis ongkos kirim reguler tinggal ya tambahin kebanyakan kupon shopeepay later,2020-02-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
tolong di perbaiki ya soalnya tidak bisa checkout pakai yang masih ada saldo contohnya belanja 3k smntra saldo 6rb bahkan tidak bisa co smntra saldo masih ada stghnya tetapi kalau pakai bahkan bisa disuruh ngutang dahulu tolong di perbaiki lagi minimal kami sering belanja disini,4,2021-11-26 6:48:31,ecomm,"['tolong', 'perbaiki', 'ya', 'checkout', 'pakai', 'saldo', 'contohnya', 'belanja', '3k', 'smntra', 'saldo', '6rb', 'co', 'smntra', 'saldo', 'stghnya', 'pakai', 'disuruh', 'ngutang', 'tolong', 'perbaiki', 'minimal', 'belanja']",baik  checkout pakai saldo contoh belanja 3k smntra saldo 6rb co smntra saldo stghnya pakai suruh ngutang  baik minimal belanja,tolong perbaiki ya checkout pakai saldo contohnya belanja 3k smntra saldo 6rb co smntra saldo stghnya pakai disuruh ngutang tolong perbaiki minimal belanja,2021-11-01,-1,Outlier
selalu jadi tempat belanja favorit meskipun jarang kasih gratis ongkos kirim tapi aneh sih limit saya jadi semula limit 1 jt tagihan dari sebelum jatuh tempo sudah dibayar tidak pernah terlambat alesan sih karena pandemik jadi mungkin takut x ya kasih limit lagi sudah lunas semua tagihan terima kasih sudah pernah merasakan belanja pakai loh,4,2020-06-27 22:14:29,ecomm,"['belanja', 'favorit', 'jarang', 'kasih', 'gratis', 'ongkos', 'kirim', 'aneh', 'sih', 'limit', 'limit', '1', 'jt', 'tagihan', 'jatuh', 'tempo', 'dibayar', 'terlambat', 'alesan', 'sih', 'pandemik', 'takut', 'x', 'ya', 'kasih', 'limit', 'lunas', 'tagihan', 'terima', 'kasih', 'merasakan', 'belanja', 'pakai', 'loh']",belanja favorit jarang  gratis   aneh  limit limit 1 jt tagih jatuh tempo bayar lambat alesan  pandemik takut x   limit lunas tagih   rasa belanja pakai loh,belanja favorit jarang kasih gratis ongkos kirim aneh sih limit limit 1 jt tagihan jatuh tempo dibayar terlambat alesan sih pandemik takut x ya kasih limit lunas tagihan terima kasih merasakan belanja pakai loh,2020-06-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
sekarang untuk pembayaran melalui shopeepay dan semakin rumit masa nominal harus sama ongkos kirim baru bisa di bayar bagaimana kalau 1x pesan lebih dari 1 toko mau berapa ongkos kirim yang di masuk in ke sopipay bad banget sekarang,1,2022-02-06 11:22:41,ecomm,"['pembayaran', 'shopeepay', 'rumit', 'nominal', 'ongkos', 'kirim', 'bayar', '1x', 'pesan', '1', 'toko', 'ongkos', 'kirim', 'masuk', 'in', 'sopipay', 'bad', 'banget']",bayar  rumit nominal   bayar 1x pesan 1 toko   masuk in sopipay bad,pembayaran shopeepay rumit nominal ongkos kirim bayar 1x pesan 1 toko ongkos kirim masuk in sopipay bad banget,2022-02-01,-1,Outlier
kenapa makin kesini makin kelihatan mahal ya hingga yang notabene saya tidak pernah terlambat bayar pun bulan ini tagihan melebihi batas limit sudah begitu tidak ada gratis ongkos kirim pula mending hapus saja fitur box,1,2020-06-09 3:17:30,ecomm,"['kesini', 'mahal', 'ya', 'notabene', 'terlambat', 'bayar', 'tagihan', 'melebihi', 'batas', 'limit', 'gratis', 'ongkos', 'kirim', 'mending', 'hapus', 'fitur', 'box']",kesini mahal  notabene lambat bayar tagih lebih batas limit gratis   mending hapus fitur box,kesini mahal ya notabene terlambat bayar tagihan melebihi batas limit gratis ongkos kirim mending hapus fitur box,2020-06-01,2,2_tagih bayar_bayar tanggal_bayar tagih_tanggal bayar
kecewa dengan belanja pakai dengan periode 3kali pembayaran sudah di bayar kali pembayaran tetapi di tagihan masih muncul kali pembayaran seharusnya 1kali pembayaran lagi mohon penjelasan nya,1,2022-12-18 16:20:32,ecomm,"['kecewa', 'belanja', 'pakai', 'periode', '3kali', 'pembayaran', 'bayar', 'kali', 'pembayaran', 'tagihan', 'muncul', 'kali', 'pembayaran', '1kali', 'pembayaran', 'mohon', 'penjelasan', 'nya']",kecewa belanja pakai periode 3kali bayar bayar  bayar tagih muncul  bayar 1kali bayar  jelas,kecewa belanja pakai periode 3kali pembayaran bayar kali pembayaran tagihan muncul kali pembayaran 1kali pembayaran mohon penjelasan nya,2022-12-01,-1,Outlier
saya heran banget sudah dahulu saya sering make tidak ada kendala tuh fine saja sekarang banyak yang nulis ulasan bermasalah bayar cepat datangnya lambat ngalah ngalahin bekicot masalah aplikasi bug tidak guna tidak ada pilihan pengiriman yang dahulu jauh lebih baik pembeli senang penjual bahagia sekarang mah pembeli sekarat penjual melarat hahahaha heran bukannya makin maju bahkan makin mundur bayar oppa sama unnie joget bisa memenuhi kewajiban kok tidak bisa mengecewakan,1,2021-05-13 15:23:31,ecomm,"['heran', 'banget', 'make', 'kendala', 'tuh', 'fine', 'nulis', 'ulasan', 'bermasalah', 'bayar', 'cepat', 'datangnya', 'lambat', 'ngalah', 'ngalahin', 'bekicot', 'aplikasi', 'bug', 'pilihan', 'pengiriman', 'pembeli', 'senang', 'penjual', 'bahagia', 'mah', 'pembeli', 'sekarat', 'penjual', 'melarat', 'hahahaha', 'heran', 'maju', 'mundur', 'bayar', 'oppa', 'unnie', 'joget', 'memenuhi', 'kewajiban', 'mengecewakan']",heran  make kendala tuh fine nulis ulas masalah bayar cepat datang lambat ngalah ngalahin bekicot  bug pilih  beli senang jual bahagia mah beli sekarat jual melarat hahahaha heran maju mundur bayar oppa unnie joget penuh wajib kecewa,heran banget make kendala tuh fine nulis ulasan bermasalah bayar cepat datangnya lambat ngalah ngalahin bekicot aplikasi bug pilihan pengiriman pembeli senang penjual bahagia mah pembeli sekarat penjual melarat hahahaha heran maju mundur bayar oppa unnie joget memenuhi kewajiban mengecewakan,2021-05-01,-1,Outlier
saya daridulu belanja di tapi untuk pelayanan pelanggan service terkait kendala yang saya alami sangat buruk respons dan pelayanannya pendaftaran terkendala tapi tidak pernah ada solusi yang pas pelayanan pelanggan cenderung melemparlempar masalah kesana situ dengan memberikan solusi yang itu saja mending pakai bot saja kalau kayak begitu tidak ada gunanya,5,2020-11-01 11:49:01,ecomm,"['daridulu', 'belanja', 'pelayanan', 'pelanggan', 'service', 'terkait', 'kendala', 'alami', 'buruk', 'respons', 'pelayanannya', 'pendaftaran', 'terkendala', 'solusi', 'pas', 'pelayanan', 'pelanggan', 'cenderung', 'melemparlempar', 'kesana', 'situ', 'solusi', 'mending', 'pakai', 'bot', 'kayak', 'gunanya']",daridulu belanja layan langgan service kait kendala alami buruk respons layan daftar kendala solusi pas layan langgan cenderung melemparlempar kesana situ solusi mending pakai bot  guna,daridulu belanja pelayanan pelanggan service terkait kendala alami buruk respons pelayanannya pendaftaran terkendala solusi pas pelayanan pelanggan cenderung melemparlempar kesana situ solusi mending pakai bot kayak gunanya,2020-11-01,-1,Outlier
suka banget sama ini sangat membantu sekali ini bagus banget bagi yang belum unduh ayo unduh sekarang ya guys bisa belanja daring dengan harga yang terjangkau 4 kali flash sale lagi terus bisa pesan makanan juga lewat food bisa juga belanja bayar pakai sistem bayar di tempat s apikasi lengkap banget terima kasih shopee,5,2022-06-07 10:36:07,ecomm,"['suka', 'banget', 'membantu', 'bagus', 'banget', 'unduh', 'ayo', 'unduh', 'ya', 'guys', 'belanja', 'daring', 'harga', 'terjangkau', '4', 'kali', 'flash', 'sale', 'pesan', 'makanan', 'food', 'belanja', 'bayar', 'pakai', 'sistem', 'bayar', 's', 'apikasi', 'lengkap', 'banget', 'terima', 'kasih', 'shopee']",suka  bantu bagus  unduh  unduh  guys belanja daring harga jangkau 4  flash sale pesan makan food belanja bayar pakai sistem bayar s apikasi lengkap,suka banget membantu bagus banget unduh ayo unduh ya guys belanja daring harga terjangkau 4 kali flash sale pesan makanan food belanja bayar pakai sistem bayar s apikasi lengkap banget terima kasih shopee,2022-06-01,0,0_belanja mudah_belanja bayar_mudah belanja_belanja
sama dengan kebanyakan orang setelah di diperbarui tidak bisa buka baru buka sebentar loading 1 detik langsung nutup lagi saya un install terus in stall lagi bahkan tidak bisa log in padahal ada juga terus bagaimana saya mau bayar lihat tagihannya saja tidak bisa entar kalau tidak di bayar bunga nyecik leher tuh tolong dong solusinya,1,2022-06-12 13:51:07,ecomm,"['kebanyakan', 'orang', 'diperbarui', 'buka', 'buka', 'sebentar', 'loading', '1', 'detik', 'langsung', 'nutup', 'un', 'install', 'in', 'stall', 'log', 'in', 'bayar', 'lihat', 'tagihannya', 'entar', 'bayar', 'bunga', 'nyecik', 'leher', 'tuh', 'tolong', 'solusinya']",banyak orang baru buka buka sebentar loading 1 detik langsung nutup un install in stall log in bayar lihat tagih entar bayar bunga nyecik leher tuh  solusi,kebanyakan orang diperbarui buka buka sebentar loading 1 detik langsung nutup un install in stall log in bayar lihat tagihannya entar bayar bunga nyecik leher tuh tolong solusinya,2022-06-01,-1,Outlier
baru kali ini di kecewakan sama pembayaran pakai saya ingat betul awal buat pemesanan saya pilih metode beli sekarang bayar nanti tapi setelah pesanan sampai saya konfirmasi kemudian saya cek kembali tagihan saya tiba kaget karena tagihan berubah jadi tenor 6bln dan 1bln percuma juga adanya pengaduan tidak nylesesain masalah tetap saja disuruh bayar dengan tenor tersebut alasannya tidak ada kesalahan pada sistem shopeenya ya logikanya saja kalopun ada kesalahan juga tidak bisa lihat,1,2021-08-14 3:56:21,ecomm,"['kali', 'kecewakan', 'pembayaran', 'pakai', 'pemesanan', 'pilih', 'metode', 'beli', 'bayar', 'pesanan', 'konfirmasi', 'cek', 'tagihan', 'kaget', 'tagihan', 'berubah', 'tenor', '6bln', '1bln', 'pengaduan', 'nylesesain', 'disuruh', 'bayar', 'tenor', 'alasannya', 'kesalahan', 'sistem', 'shopeenya', 'ya', 'logikanya', 'kalopun', 'kesalahan', 'lihat']",kecewa bayar pakai pesan pilih metode beli bayar pesan konfirmasi cek tagih kaget tagih ubah tenor 6bln 1bln adu nylesesain suruh bayar tenor alas salah sistem shopeenya  logika kalo salah lihat,kali kecewakan pembayaran pakai pemesanan pilih metode beli bayar pesanan konfirmasi cek tagihan kaget tagihan berubah tenor 6bln 1bln pengaduan nylesesain disuruh bayar tenor alasannya kesalahan sistem shopeenya ya logikanya kalopun kesalahan lihat,2021-08-01,2,2_tagih bayar_bayar tanggal_bayar tagih_tanggal bayar
tidak guna masa beli vape dan lain lain tidak ada dimenu ditambah lagi sekarang seperti diharuskan pembayaran melalui saldo wallet kalau mau top up game tidak seperti dahulu bisa memakai siyalan,1,2023-01-29 3:33:28,ecomm,"['beli', 'vape', 'dimenu', 'ditambah', 'diharuskan', 'pembayaran', 'saldo', 'wallet', 'top', 'up', 'game', 'memakai', 'siyalan']",beli vape menu tambah harus bayar saldo wallet top up game pakai siyalan,beli vape dimenu ditambah diharuskan pembayaran saldo wallet top up game memakai siyalan,2023-01-01,-1,Outlier
